,city,stars
131,Pittsburgh,4.5
132,Pittsburgh,4.0
133,Pittsburgh,4.0
134,Pittsburgh,2.0
135,Pittsburgh,2.5
136,Pittsburgh,3.0
137,Pittsburgh,4.5
138,Pittsburgh,3.5
139,Pittsburgh,3.0
140,Pittsburgh,3.0
141,Pittsburgh,4.0
142,Pittsburgh,5.0
143,Pittsburgh,4.5
144,Pittsburgh,1.5
145,Pittsburgh,2.0
146,Pittsburgh,5.0
147,Pittsburgh,4.0
148,Pittsburgh,5.0
149,Pittsburgh,2.5
150,Pittsburgh,4.5
151,Pittsburgh,3.0
152,Pittsburgh,5.0
153,Pittsburgh,4.5
154,Pittsburgh,3.0
155,Pittsburgh,4.5
156,Pittsburgh,5.0
157,Pittsburgh,5.0
158,Pittsburgh,3.0
159,Pittsburgh,3.5
160,Pittsburgh,3.5
161,Pittsburgh,3.0
162,Pittsburgh,4.5
163,Pittsburgh,3.0
164,Pittsburgh,3.5
165,Pittsburgh,5.0
166,Pittsburgh,4.5
167,Pittsburgh,2.0
168,Pittsburgh,4.5
169,Pittsburgh,4.5
170,Pittsburgh,3.0
171,Pittsburgh,1.0
172,Pittsburgh,4.0
173,Pittsburgh,4.0
174,Pittsburgh,4.0
175,Pittsburgh,4.0
176,Pittsburgh,4.5
177,Pittsburgh,4.5
178,Pittsburgh,4.5
179,Pittsburgh,4.5
180,Pittsburgh,5.0
181,Pittsburgh,3.5
182,Pittsburgh,3.5
183,Pittsburgh,4.0
184,Pittsburgh,4.0
185,Pittsburgh,4.5
186,Pittsburgh,3.5
187,Pittsburgh,3.0
188,Pittsburgh,4.0
189,Pittsburgh,4.5
190,Pittsburgh,4.5
191,Pittsburgh,3.5
192,Pittsburgh,3.0
193,Pittsburgh,4.5
194,Pittsburgh,2.5
195,Pittsburgh,4.0
196,Pittsburgh,2.5
197,Pittsburgh,2.5
198,Pittsburgh,3.0
199,Pittsburgh,4.0
200,Pittsburgh,4.0
201,Pittsburgh,2.0
202,Pittsburgh,4.0
203,Pittsburgh,1.0
204,Pittsburgh,1.5
205,Pittsburgh,3.5
206,Pittsburgh,4.0
207,Pittsburgh,2.5
208,Pittsburgh,3.0
209,Pittsburgh,4.0
210,Pittsburgh,4.0
211,Pittsburgh,4.5
212,Pittsburgh,4.0
213,Pittsburgh,4.5
214,Pittsburgh,3.5
215,Pittsburgh,3.5
216,Pittsburgh,4.0
217,Pittsburgh,4.0
218,Pittsburgh,4.5
219,Pittsburgh,2.5
220,Pittsburgh,4.5
221,Pittsburgh,3.0
222,Pittsburgh,4.5
223,Pittsburgh,4.5
224,Pittsburgh,5.0
225,Pittsburgh,2.5
226,Pittsburgh,4.0
227,Pittsburgh,4.5
228,Pittsburgh,2.5
229,Pittsburgh,1.5
230,Pittsburgh,4.5
231,Pittsburgh,3.0
232,Pittsburgh,2.5
233,Pittsburgh,5.0
234,Pittsburgh,4.5
235,Pittsburgh,4.5
236,Pittsburgh,3.0
237,Pittsburgh,4.5
238,Pittsburgh,3.0
239,Pittsburgh,2.0
240,Pittsburgh,5.0
241,Pittsburgh,3.5
242,Pittsburgh,4.0
243,Pittsburgh,4.5
244,Pittsburgh,3.5
245,Pittsburgh,3.0
246,Pittsburgh,4.0
247,Pittsburgh,4.0
248,Pittsburgh,3.5
249,Pittsburgh,5.0
250,Pittsburgh,5.0
251,Pittsburgh,3.5
252,Pittsburgh,3.0
253,Pittsburgh,3.0
254,Pittsburgh,4.5
255,Pittsburgh,4.0
256,Pittsburgh,4.0
257,Pittsburgh,5.0
258,Pittsburgh,3.5
259,Pittsburgh,3.5
260,Pittsburgh,2.0
261,Pittsburgh,3.5
262,Pittsburgh,4.0
263,Pittsburgh,4.0
264,Pittsburgh,4.0
265,Pittsburgh,2.0
266,Pittsburgh,3.0
267,Pittsburgh,4.5
268,Mount Lebanon,3.5
269,Pittsburgh,4.0
270,Pittsburgh,3.5
271,Pittsburgh,2.5
272,Pittsburgh,4.0
273,Pittsburgh,3.5
274,Pittsburgh,2.5
275,Pittsburgh,3.5
276,Pittsburgh,2.0
277,Pittsburgh,4.0
278,Pittsburgh,3.0
279,Pittsburgh,4.0
280,Pittsburgh,3.0
281,Pittsburgh,2.5
282,Pittsburgh,3.5
283,Pittsburgh,3.5
284,Pittsburgh,5.0
285,Pittsburgh,2.5
286,Pittsburgh,3.5
287,Pittsburgh,3.5
288,Pittsburgh,4.5
289,Dormont,3.5
290,Pittsburgh,4.5
291,Pittsburgh,3.5
292,Pittsburgh,3.0
293,Pittsburgh,5.0
294,Pittsburgh,3.0
295,Pittsburgh,3.5
296,Pittsburgh,2.5
297,Pittsburgh,3.0
298,Pittsburgh,3.5
299,Pittsburgh,2.5
300,Pittsburgh,4.0
301,Pittsburgh,4.0
302,Pittsburgh,3.0
303,Pittsburgh,3.5
304,Pittsburgh,4.5
305,Pittsburgh,3.5
306,Pittsburgh,1.0
307,Pittsburgh,3.5
308,Pittsburgh,4.5
309,Pittsburgh,2.0
310,Pittsburgh,2.0
311,Pittsburgh,4.5
312,Pittsburgh,3.0
313,Pittsburgh,4.5
314,Pittsburgh,3.0
315,Pittsburgh,4.0
316,Pittsburgh,4.5
317,Pittsburgh,3.0
318,Pittsburgh,2.0
319,Pittsburgh,5.0
320,Pittsburgh,5.0
321,Pittsburgh,5.0
322,Pittsburgh,3.5
323,Swissvale,3.5
324,Pittsburgh,4.5
325,Swissvale,4.0
326,Pittsburgh,2.5
327,Pittsburgh,2.5
328,Pittsburgh,2.0
329,Pittsburgh,4.5
330,Pittsburgh,5.0
331,Pittsburgh,5.0
332,Pittsburgh,2.5
333,Pittsburgh,4.0
334,Pittsburgh,3.0
335,Pittsburgh,3.5
336,Pittsburgh,2.0
337,Pittsburgh,3.5
338,Pittsburgh,5.0
339,Pittsburgh,3.0
340,Pittsburgh,4.0
341,Pittsburgh,2.5
342,Pittsburgh,1.0
343,Pittsburgh,4.0
344,Pittsburgh,2.5
345,Pittsburgh,1.5
346,Pittsburgh,3.0
347,Pittsburgh,5.0
348,Pittsburgh,3.5
349,Pittsburgh,4.5
350,Pittsburgh,3.5
351,Pittsburgh,5.0
352,Pittsburgh,4.0
353,Pittsburgh,4.0
354,Pittsburgh,3.0
355,Pittsburgh,3.5
356,Pittsburgh,4.5
357,Pittsburgh,2.0
358,Pittsburgh,1.0
359,Pittsburgh,3.5
360,Pittsburgh,3.5
361,Pittsburgh,4.0
362,Pittsburgh,1.5
363,Pittsburgh,4.0
364,Pittsburgh,2.5
365,Pittsburgh,3.5
366,Pittsburgh,5.0
367,Pittsburgh,1.0
368,Pittsburgh,4.0
369,Pittsburgh,2.5
370,Pittsburgh,3.0
371,Pittsburgh,2.5
372,Pittsburgh,5.0
373,Pittsburgh,2.5
374,Wilkinsburg,2.0
375,Pittsburgh,3.5
376,Pittsburgh,4.0
377,Pittsburgh,2.5
378,Pittsburgh,4.5
379,Pittsburgh,3.5
380,Pittsburgh,4.5
381,Pittsburgh,3.0
382,Pittsburgh,4.5
383,Pittsburgh,3.5
384,Pittsburgh,3.0
385,Pittsburgh,2.5
386,Pittsburgh,4.5
387,Pittsburgh,2.5
388,Pittsburgh,2.0
389,Pittsburgh,4.0
390,Pittsburgh,3.5
391,Pittsburgh,1.5
392,Pittsburgh,2.5
393,Pittsburgh,4.5
394,Pittsburgh,3.0
395,Pittsburgh,2.5
396,Pittsburgh,5.0
397,Pittsburgh,4.0
398,Pittsburgh,4.0
399,Pittsburgh,4.0
400,Pittsburgh,4.0
401,Pittsburgh,2.5
402,Pittsburgh,3.0
403,Pittsburgh,2.0
404,Pittsburgh,3.0
405,Pittsburgh,2.5
406,Pittsburgh,4.0
407,Pittsburgh,4.5
408,Pittsburgh,2.5
409,Pittsburgh,4.0
410,Pittsburgh,4.5
411,Pittsburgh,3.0
412,Pittsburgh,4.5
413,Pittsburgh,4.5
414,Pittsburgh,4.0
415,Pittsburgh,3.5
416,Pittsburgh,4.0
417,Pittsburgh,5.0
418,Pittsburgh,4.0
419,Pittsburgh,4.0
420,Pittsburgh,3.5
421,Pittsburgh,5.0
422,Pittsburgh,3.0
423,Pittsburgh,4.0
424,Pittsburgh,5.0
425,Pittsburgh,4.0
426,Pittsburgh,3.0
427,Pittsburgh,3.0
428,Pittsburgh,4.0
429,Pittsburgh,3.0
430,Pittsburgh,4.5
431,Pittsburgh,2.5
432,Pittsburgh,5.0
433,Pittsburgh,4.0
434,Pittsburgh,3.5
435,Pittsburgh,4.5
436,Pittsburgh,1.5
437,Pittsburgh,2.0
438,Pittsburgh,4.0
439,Pittsburgh,3.5
440,Pittsburgh,5.0
441,Pittsburgh,5.0
442,Pittsburgh,3.5
443,Pittsburgh,4.5
444,Pittsburgh,4.0
445,Pittsburgh,4.0
446,Pittsburgh,4.5
447,Pittsburgh,4.0
448,Pittsburgh,3.0
449,Pittsburgh,4.5
450,Pittsburgh,3.5
451,Pittsburgh,3.5
452,Pittsburgh,4.0
453,Pittsburgh,3.5
454,Pittsburgh,4.0
455,Pittsburgh,4.5
456,Pittsburgh,3.5
457,Pittsburgh,4.0
458,Pittsburgh,3.5
459,Pittsburgh,5.0
460,Pittsburgh,4.5
461,Homestead,4.5
462,Pittsburgh,3.5
463,Pittsburgh,1.5
464,Pittsburgh,2.5
465,Pittsburgh,4.5
466,Pittsburgh,3.5
467,Pittsburgh,2.5
468,Pittsburgh,2.5
469,Pittsburgh,2.5
470,Pittsburgh,4.0
471,Pittsburgh,4.0
472,Pittsburgh,2.5
473,Pittsburgh,2.5
474,Pittsburgh,3.5
475,Pittsburgh,4.5
476,Pittsburgh,2.5
477,Pittsburgh,5.0
478,Pittsburgh,4.5
479,Pittsburgh,4.0
480,Pittsburgh,3.0
481,Pittsburgh,4.5
482,Pittsburgh,3.5
483,Pittsburgh,4.5
484,Pittsburgh,3.5
485,Pittsburgh,2.5
486,Pittsburgh,3.5
487,Pittsburgh,4.0
488,Pittsburgh,4.0
489,Pittsburgh,3.5
490,Pittsburgh,3.5
491,Pittsburgh,3.0
492,Pittsburgh,3.0
493,Pittsburgh,2.5
494,Pittsburgh,3.0
495,Pittsburgh,4.0
496,Pittsburgh,3.0
497,Pittsburgh,3.5
498,Pittsburgh,2.5
499,Pittsburgh,3.5
500,Aspinwall,3.5
501,Pittsburgh,3.0
502,Pittsburgh,3.0
503,Pittsburgh,4.0
504,Pittsburgh,2.5
505,Pittsburgh,4.0
506,Pittsburgh,4.0
507,Pittsburgh,3.5
508,Pittsburgh,5.0
509,Pittsburgh,3.5
510,Pittsburgh,3.5
511,Pittsburgh,5.0
512,Pittsburgh,3.5
513,Pittsburgh,4.0
514,Pittsburgh,4.5
515,Pittsburgh,3.5
516,Pittsburgh,3.5
517,Pittsburgh,4.0
518,Pittsburgh,4.0
519,Pittsburgh,4.5
520,Pittsburgh,4.0
521,Pittsburgh,3.5
522,Pittsburgh,4.5
523,Pittsburgh,4.0
524,Pittsburgh,5.0
525,Pittsburgh,3.5
526,Pittsburgh,3.5
527,Pittsburgh,4.0
528,Pittsburgh,3.5
529,Pittsburgh,2.5
530,Pittsburgh,4.0
531,Pittsburgh,4.5
532,Pittsburgh,3.5
533,Pittsburgh,5.0
534,Pittsburgh,3.5
535,Pittsburgh,4.0
536,Pittsburgh,4.5
537,Pittsburgh,4.5
538,Pittsburgh,3.0
539,Pittsburgh,3.5
540,Pittsburgh,2.5
541,Pittsburgh,3.5
542,Pittsburgh,4.0
543,Pittsburgh,4.0
544,Pittsburgh,3.5
545,Pittsburgh,3.5
546,Pittsburgh,2.0
547,Pittsburgh,4.0
548,Pittsburgh,4.0
549,Pittsburgh,3.5
550,Pittsburgh,3.0
551,Pittsburgh,4.0
552,Pittsburgh,3.0
553,Pittsburgh,4.5
554,Pittsburgh,4.0
555,Brookline,3.0
556,Pittsburgh,4.0
557,Pittsburgh,4.5
558,Pittsburgh,4.0
559,Pittsburgh,4.0
560,Pittsburgh,4.5
561,Pittsburgh,4.5
562,Pittsburgh,4.0
563,Pittsburgh,4.0
564,Pittsburgh,3.0
565,Pittsburgh,2.5
566,Pittsburgh,3.5
567,Pittsburgh,4.5
568,Pittsburgh,2.0
569,Pittsburgh,4.0
570,Pittsburgh,4.0
571,Pittsburgh,2.0
572,Pittsburgh,5.0
573,Pittsburgh,4.0
574,Pittsburgh,2.5
575,Pittsburgh,4.0
576,Mount Lebanon,3.5
577,Pittsburgh,3.5
578,Pittsburgh,5.0
579,Pittsburgh,4.0
580,Pittsburgh,4.0
581,Pittsburgh,4.0
582,Pittsburgh,4.5
583,Mount Lebanon,3.5
584,Pittsburgh,4.5
585,Pittsburgh,3.5
586,Pittsburgh,4.0
587,Pittsburgh,2.5
588,Pittsburgh,3.5
589,Pittsburgh,2.5
590,Pittsburgh,1.5
591,Pittsburgh,4.0
592,Pittsburgh,4.5
593,Pittsburgh,2.0
594,Pittsburgh,1.5
595,Pittsburgh,4.5
596,Mount Lebanon,4.0
597,Pittsburgh,3.0
598,Pittsburgh,2.5
599,Pittsburgh,5.0
600,Pittsburgh,3.5
601,Pittsburgh,3.5
602,Pittsburgh,4.0
603,Pittsburgh,4.0
604,Pittsburgh,3.0
605,Pittsburgh,1.0
606,Pittsburgh,4.0
607,Pittsburgh,4.5
608,Pittsburgh,3.5
609,Pittsburgh,4.0
610,Pittsburgh,4.5
611,Pittsburgh,3.5
612,Pittsburgh,1.5
613,Pittsburgh,4.0
614,Pittsburgh,4.5
615,Pittsburgh,4.0
616,Pittsburgh,3.0
617,Pittsburgh,3.5
618,Pittsburgh,4.0
619,Pittsburgh,2.0
620,Pittsburgh,5.0
621,Pittsburgh,3.5
622,Pittsburgh,3.5
623,Pittsburgh,3.0
624,Pittsburgh,3.5
625,Pittsburgh,3.5
626,Pittsburgh,3.5
627,Pittsburgh,3.0
628,Pittsburgh,4.0
629,Pittsburgh,4.0
630,Pittsburgh,3.0
631,Pittsburgh,5.0
632,Pittsburgh,4.0
633,Pittsburgh,1.0
634,Pittsburgh,4.5
635,Pittsburgh,4.5
636,Pittsburgh,3.0
637,Pittsburgh,4.0
638,Pittsburgh,3.0
639,Pittsburgh,2.5
640,Pittsburgh,3.0
641,Pittsburgh,3.5
642,Pittsburgh,4.0
643,Pittsburgh,4.0
644,Pittsburgh,3.0
645,Pittsburgh,3.0
646,Pittsburgh,3.5
647,Pittsburgh,3.0
648,Pittsburgh,4.0
649,Pittsburgh,4.5
650,Pittsburgh,4.0
651,Pittsburgh,3.5
652,Pittsburgh,4.0
653,Pittsburgh,3.5
654,Pittsburgh,4.0
655,Pittsburgh,5.0
656,Pittsburgh,4.5
657,Pittsburgh,4.0
658,Pittsburgh,2.0
659,Pittsburgh,4.0
660,Pittsburgh,4.0
661,Pittsburgh,4.0
662,Pittsburgh,1.0
663,Pittsburgh,4.5
664,Pittsburgh,3.0
665,Pittsburgh,3.0
666,Pittsburgh,3.5
667,Pittsburgh,4.5
668,Pittsburgh,2.5
669,Pittsburgh,3.0
670,Pittsburgh,3.0
671,Pittsburgh,3.0
672,Pittsburgh,5.0
673,Pittsburgh,3.0
674,Pittsburgh,3.0
675,Pittsburgh,4.0
676,Pittsburgh,3.5
677,Pittsburgh,3.5
678,Pittsburgh,3.5
679,Castle Shannon,3.5
680,Pittsburgh,4.5
681,Pittsburgh,2.5
682,Pittsburgh,3.5
683,Pittsburgh,3.5
684,Pittsburgh,2.5
685,Pittsburgh,2.5
686,Pittsburgh,2.0
687,Pittsburgh,3.5
688,Pittsburgh,1.0
689,Pittsburgh,3.5
690,Pittsburgh,4.5
691,Pittsburgh,3.5
692,Pittsburgh,4.5
693,Pittsburgh,2.5
694,Pittsburgh,2.5
695,Pittsburgh,2.5
696,Pittsburgh,4.5
697,Pittsburgh,1.5
698,Pittsburgh,4.0
699,Pittsburgh,3.0
700,Pittsburgh,3.0
701,Pittsburgh,5.0
702,Pittsburgh,5.0
703,Pittsburgh,4.5
704,Pittsburgh,3.5
705,Pittsburgh,4.5
706,Pittsburgh,5.0
707,Pittsburgh,3.5
708,Pittsburgh,4.0
709,Pittsburgh,2.5
710,Pittsburgh,3.5
711,Pittsburgh,4.0
712,West Homestead,3.5
713,Pittsburgh,2.5
714,Pittsburgh,3.5
715,Pittsburgh,4.5
716,Pittsburgh,3.5
717,Pittsburgh,3.0
718,Pittsburgh,4.5
719,Pittsburgh,4.0
720,Pittsburgh,5.0
721,Pittsburgh,4.5
722,Pittsburgh,3.5
723,Pittsburgh,2.0
724,Pittsburgh,3.5
725,Pittsburgh,2.5
726,Pittsburgh,3.0
727,Pittsburgh,4.5
728,Pittsburgh,4.0
729,Pittsburgh,3.5
730,Pittsburgh,5.0
731,Pittsburgh,3.0
732,Pittsburgh,2.0
733,Pittsburgh,3.5
734,Pittsburgh,4.0
735,Pittsburgh,2.5
736,Pittsburgh,4.5
737,Pittsburgh,3.5
738,Delmont,2.5
739,Belmont,4.0
740,Belmont,3.5
741,Belmont,3.5
742,Belmont,5.0
743,Belmont,2.5
744,Belmont,2.5
745,Belmont,4.5
746,Belmont,4.5
747,Belmont,3.5
748,Belmont,3.0
749,Belmont,3.5
750,Belmont,2.5
751,Belmont,3.5
752,Belmont,2.5
753,Belmont,3.5
754,Belmont,4.0
755,Belmont,2.5
756,Belmont,2.5
757,Belmont,4.0
758,Belmont,5.0
759,Belmont,2.0
760,Belmont,3.0
761,Huntersville,3.5
762,Huntersville,4.5
763,Huntersville,3.5
764,Huntersville,4.5
765,Huntersville,4.5
766,Huntersville,4.5
767,Huntersville,4.0
768,Huntersville,4.5
769,Huntersville,4.5
770,Huntersville,3.5
771,Huntersville,3.0
772,Matthews,4.5
773,Matthews,3.5
774,Matthews,4.0
775,Matthews,2.0
776,Matthews,5.0
777,Matthews,5.0
778,Matthews,5.0
779,Matthews,1.0
780,Matthews,4.0
781,Matthews,2.5
782,Matthews,3.5
783,Matthews,3.0
784,Matthews,3.5
785,Charlotte,2.5
786,Matthews,5.0
787,Charlotte,4.0
788,Matthews,3.5
789,Belmont,3.5
790,Mount Holly,3.0
791,Mount Holly,4.0
792,Charlotte,2.5
793,Mount Holly,1.5
794,Mount Holly,4.0
795,Charlotte,4.5
796,Charlotte,3.0
797,Pineville,3.5
798,Pineville,4.0
799,Pineville,3.0
800,Pineville,4.0
801,Pineville,2.0
802,Pineville,4.0
803,Pineville,2.5
804,Pineville,3.0
805,Pineville,2.5
806,Pineville,3.0
807,Pineville,3.5
808,Pineville,4.5
809,Pineville,3.0
810,Pineville,3.5
811,Pineville,2.5
812,Pineville,3.0
813,Pineville,4.0
814,Pineville,3.0
815,Pineville,3.0
816,Pineville,3.0
817,Pineville,3.0
818,Pineville,4.0
819,Pineville,3.0
820,Pineville,3.0
821,Pineville,3.5
822,Pineville,3.0
823,Pineville,2.5
824,Pineville,2.0
825,Pineville,2.0
826,Pineville,3.0
827,Pineville,3.5
828,Pineville,3.0
829,Pineville,3.5
830,Pineville,4.0
831,Pineville,2.5
832,Pineville,3.5
833,Pineville,2.5
834,Charlotte,4.0
835,Pineville,5.0
836,Pineville,3.5
837,Pineville,2.5
838,Pineville,3.5
839,Pineville,3.0
840,Pineville,3.5
841,Pineville,3.0
842,Pineville,3.0
843,Pineville,4.0
844,Pineville,3.5
845,Pineville,3.0
846,Charlotte,3.5
847,Pineville ,3.0
848,Pineville,4.5
849,Pineville,4.5
850,Pineville,5.0
851,Pineville,3.0
852,Charlotte,3.5
853,Pineville,2.5
854,Pineville,3.5
855,Pineville,2.5
856,Pineville,3.0
857,Pineville,2.5
858,Pineville,3.0
859,Pineville,2.5
860,Pineville,4.0
861,Pineville,3.5
862,Pineville,5.0
863,Pineville,3.0
864,Pineville,4.5
865,Pineville,3.0
866,Pineville,3.5
867,Pineville,3.5
868,Pineville,3.5
869,Pineville,3.5
870,Charlotte,1.0
871,Charlotte,3.0
872,Charlotte,4.5
873,Charlotte,2.5
874,Charlotte,3.5
875,Charlotte,3.5
876,Charlotte,4.0
877,Charlotte,4.5
878,Charlotte,3.0
879,Charlotte,4.0
880,Charlotte,4.0
881,Charlotte,4.0
882,Charlotte,4.5
883,Charlotte,3.5
884,Charlotte,4.5
885,Charlotte,4.0
886,Charlotte,4.0
887,Charlotte,3.0
888,Charlotte,3.0
889,Charlotte,2.0
890,Charlotte,4.5
891,Charlotte,3.5
892,Charlotte,4.0
893,Charlotte,2.5
894,Charlotte,3.5
895,Charlotte,4.0
896,Charlotte,2.5
897,Charlotte,3.5
898,Charlotte,4.0
899,Charlotte,3.0
900,Charlotte,2.5
901,Charlotte,3.5
902,Charlotte,3.5
903,Charlotte,2.5
904,Charlotte,5.0
905,Charlotte,3.5
906,Charlotte,3.5
907,Charlotte,3.0
908,Charlotte,3.0
909,Charlotte,2.5
910,Charlotte,3.5
911,Charlotte,3.5
912,Charlotte,3.0
913,Charlotte,3.0
914,Charlotte,4.5
915,Charlotte,4.0
916,Charlotte,2.5
917,Charlotte,4.0
918,Charlotte,4.0
919,Charlotte,3.5
920,Charlotte,1.5
921,Charlotte,4.0
922,Charlotte,4.0
923,Charlotte,3.0
924,Charlotte,3.5
925,Charlotte,3.0
926,Charlotte,4.5
927,Charlotte,3.0
928,Charlotte,4.0
929,Charlotte,3.5
930,Charlotte,4.5
931,Charlotte,5.0
932,Charlotte,2.5
933,Charlotte,3.5
934,Charlotte,3.0
935,Charlotte,4.0
936,Charlotte,4.0
937,Charlotte,4.0
938,Charlotte,4.0
939,Charlotte,2.5
940,Charlotte,3.0
941,Charlotte,3.5
942,Charlotte,4.0
943,Charlotte,3.0
944,Charlotte,3.5
945,Charlotte,3.0
946,Charlotte,2.5
947,Charlotte,3.5
948,Charlotte,4.0
949,Charlotte,4.0
950,Charlotte,2.5
951,Charlotte,4.5
952,Charlotte,3.5
953,Charlotte,3.5
954,Charlotte,3.5
955,Charlotte,1.5
956,Charlotte,4.0
957,Charlotte,4.0
958,Charlotte,4.0
959,Charlotte,4.0
960,Charlotte,3.5
961,Charlotte,3.5
962,Charlotte,3.5
963,Charlotte,4.0
964,Charlotte,3.5
965,Charlotte,3.0
966,Charlotte,4.5
967,Charlotte,3.0
968,Charlotte,3.0
969,Charlotte,3.5
970,Charlotte,3.5
971,Charlotte,1.5
972,Charlotte,2.0
973,Charlotte,3.0
974,Charlotte,4.5
975,Charlotte,4.0
976,Charlotte,2.5
977,Charlotte,2.0
978,Charlotte,3.5
979,Charlotte,4.0
980,Charlotte,3.0
981,Charlotte,3.5
982,Charlotte,3.0
983,Charlotte,2.5
984,Charlotte,4.5
985,Charlotte,1.5
986,Charlotte,4.5
987,Charlotte,1.5
988,Charlotte,3.5
989,Charlotte,3.0
990,Charlotte,4.0
991,Charlotte,3.5
992,Charlotte,2.0
993,Charlotte,3.0
994,Charlotte,4.0
995,Charlotte,4.0
996,Charlotte,3.5
997,Charlotte,5.0
998,Charlotte,3.0
999,Charlotte,1.5
1000,Charlotte,2.5
1001,Charlotte,1.5
1002,Charlotte,2.5
1003,Charlotte,4.0
1004,Charlotte,2.5
1005,Charlotte,2.5
1006,Charlotte,2.0
1007,Charlotte,3.0
1008,Charlotte,4.5
1009,Charlotte,4.0
1010,Charlotte,3.0
1011,Charlotte,2.5
1012,Pineville,2.5
1013,Charlotte,4.0
1014,Charlotte,3.5
1015,Charlotte,3.5
1016,Charlotte,3.5
1017,Charlotte,1.5
1018,Charlotte,4.5
1019,Pineville,4.0
1020,Charlotte,4.5
1021,Charlotte,2.5
1022,Charlotte,4.0
1023,Charlotte,3.5
1024,Charlotte,3.5
1025,Charlotte,1.5
1026,Charlotte,2.5
1027,Charlotte,3.5
1028,Charlotte,3.5
1029,Charlotte,3.0
1030,Charlotte,2.5
1031,Charlotte,3.5
1032,Charlotte,2.0
1033,Charlotte,2.5
1034,Charlotte,3.0
1035,Charlotte,4.5
1036,Charlotte,4.0
1037,Charlotte,4.0
1038,Charlotte,5.0
1039,Charlotte,3.5
1040,Charlotte,3.0
1041,Charlotte,3.5
1042,Charlotte,5.0
1043,Charlotte,5.0
1044,Charlotte,3.5
1045,Charlotte,2.5
1046,Charlotte,4.0
1047,Charlotte,3.5
1048,Charlotte,5.0
1049,Charlotte,4.0
1050,Charlotte,2.5
1051,Charlotte,4.5
1052,Charlotte,4.0
1053,Charlotte,2.0
1054,Charlotte,4.0
1055,Charlotte,4.5
1056,Charlotte,3.0
1057,Charlotte,2.5
1058,Charlotte,4.5
1059,Charlotte,4.0
1060,Charlotte,4.5
1061,Charlotte,4.5
1062,Charlotte,4.0
