,business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
10,3ZVKmuK2l7uXPE6lXY4Dbg,"8 Logan St
Carnegie
Carnegie, PA 15106",{},True,"[u'Home Services', u'Contractors']",Carnegie,3,Quaker State Construction,[u'Carnegie'],-80.0903575,PA,2.5,40.406323,{},business
11,QoDa50dc7g62xciFygXB9w,"2080 Greentree Rd
Pittsburgh, PA 15220",{},True,"[u'Veterinarians', u'Pets']",Pittsburgh,5,Greentree Animal Clinic,[],-80.0691338,PA,4.0,40.3922071,{},business
12,1_lU0-eSWJCRvNGk78Zh9Q,"300 Beechwood Ave
Carnegie
Carnegie, PA 15106",{},True,"[u'Libraries', u'Public Services & Government']",Carnegie,3,Carnegie Free Library,[u'Carnegie'],-80.0858661,PA,4.5,40.4068423,{},business
13,_qopVQ6_Mz6W7-Pmbi56GQ,"1011 Washington Ave
Carnegie, PA 15106",{},True,"[u'Automotive', u'Auto Parts & Supplies']",Carnegie,3,Advance Auto Parts,[],-80.0824517,PA,3.5,40.3983526,{},business
14,wJr6kSA5dchdgOdwH6dZ2w,"2100 Washington Pike
Carnegie, PA 15106","{u'Monday': {u'close': u'02:00', u'open': u'08:00'}, u'Tuesday': {u'close': u'02:00', u'open': u'08:00'}, u'Friday': {u'close': u'02:00', u'open': u'08:00'}, u'Wednesday': {u'close': u'02:00', u'open': u'08:00'}, u'Thursday': {u'close': u'02:00', u'open': u'08:00'}, u'Sunday': {u'close': u'02:00', u'open': u'08:00'}, u'Saturday': {u'close': u'02:00', u'open': u'08:00'}}",True,"[u'Burgers', u'Breakfast & Brunch', u'American (Traditional)', u'Restaurants']",Carnegie,8,Kings Family Restaurant,[],-80.0932152,PA,3.5,40.3875124,"{u'Take-out': True, u'Drive-Thru': False, u'Outdoor Seating': False, u'Price Range': 1, u'Takes Reservations': False, u'Good For Groups': True, u'Delivery': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",business
15,yXuao0pFz1AxB21vJjDf5w,"2100 Washington Pike
Carnegie, PA 15106","{u'Monday': {u'close': u'00:00', u'open': u'00:00'}, u'Tuesday': {u'close': u'00:00', u'open': u'00:00'}, u'Friday': {u'close': u'00:00', u'open': u'00:00'}, u'Wednesday': {u'close': u'00:00', u'open': u'00:00'}, u'Thursday': {u'close': u'00:00', u'open': u'00:00'}, u'Sunday': {u'close': u'00:00', u'open': u'00:00'}, u'Saturday': {u'close': u'00:00', u'open': u'00:00'}}",True,"[u'Food', u'Grocery']",Carnegie,4,Shop N' Save,[],-80.0932152,PA,4.0,40.3875124,"{u'Price Range': 1, u'Accepts Credit Cards': True, u'Wheelchair Accessible': True, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}}",business
16,F04xyOUA2xnUoCiWpx9iJA,"Bower Hill Rd & Vanadium Rd
Carnegie, PA 15106",{},True,"[u'Local Services', u'Dry Cleaning & Laundry', u'Sewing & Alterations']",Carnegie,3,Rossi Tailoring & Cleaners,[],-80.0843536574,PA,3.0,40.3688246817,{u'Accepts Credit Cards': True},business
17,Cdcus0NADzyY3XiJM2O5Sg,"1927 E Railroad St
Carnegie, PA 15106",{},False,"[u'Automotive', u'Gas & Service Stations']",Carnegie,4,Heidelberg B P,[],-80.089241,PA,3.0,40.388284,{},business
18,fNGIbpazjTRdXgwRY_NIXA,"1201 Washington Ave
Carnegie, PA 15106","{u'Monday': {u'close': u'23:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'23:00', u'open': u'11:00'}, u'Friday': {u'close': u'23:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'23:00', u'open': u'11:00'}, u'Thursday': {u'close': u'23:00', u'open': u'11:00'}, u'Saturday': {u'close': u'23:00', u'open': u'11:00'}}",True,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Lounges', u'Restaurants']",Carnegie,7,Rocky's Lounge,[],-80.0849416,PA,4.0,40.3964688,"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': True, u'Price Range': 1, u'Good For Dancing': False, u'Delivery': False, u'Dogs Allowed': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'free', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",business
19,b9WZJp5L1RZr4F1nxclOoQ,"1073 Washington Ave
Carnegie, PA 15106","{u'Monday': {u'close': u'14:30', u'open': u'06:00'}, u'Tuesday': {u'close': u'14:30', u'open': u'06:00'}, u'Friday': {u'close': u'14:30', u'open': u'06:00'}, u'Wednesday': {u'close': u'14:30', u'open': u'06:00'}, u'Thursday': {u'close': u'14:30', u'open': u'06:00'}, u'Sunday': {u'close': u'12:30', u'open': u'07:00'}, u'Saturday': {u'close': u'12:30', u'open': u'06:00'}}",True,"[u'Breakfast & Brunch', u'Sandwiches', u'Restaurants']",Carnegie,58,Gab & Eat,[],-80.0833859,PA,4.5,40.3980741,"{u'Alcohol': u'none', u'Noise Level': u'average', u'Has TV': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': True, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': True, u'Price Range': 1, u'Delivery': False, u'Caters': False, u'BYOB': False, u'Corkage': False, u'Accepts Credit Cards': False, u'BYOB/Corkage': u'yes_free', u'Take-out': True, u'Wheelchair Accessible': False, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'no', u'Order at Counter': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': False}",business
20,zaXDakTd3RXyOa7sMrUE1g,"202 3rd Ave
Carnegie
Carnegie, PA 15106","{u'Monday': {u'close': u'14:00', u'open': u'07:00'}, u'Tuesday': {u'close': u'14:00', u'open': u'07:00'}, u'Friday': {u'close': u'14:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'14:00', u'open': u'07:00'}, u'Thursday': {u'close': u'14:00', u'open': u'07:00'}, u'Saturday': {u'close': u'12:00', u'open': u'07:00'}}",True,"[u'Cafes', u'Restaurants']",Carnegie,6,Barb's Country Junction Cafe,[u'Carnegie'],-80.089985,PA,3.5,40.404638,"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",business
21,zgy27FSnvwdINfk5cXBIyQ,"520 North Bell Avenue
Carnegie
Carnegie, PA 15106","{u'Monday': {u'close': u'00:00', u'open': u'00:00'}, u'Tuesday': {u'close': u'00:00', u'open': u'00:00'}, u'Friday': {u'close': u'00:00', u'open': u'00:00'}, u'Wednesday': {u'close': u'00:00', u'open': u'00:00'}, u'Thursday': {u'close': u'00:00', u'open': u'00:00'}, u'Sunday': {u'close': u'00:00', u'open': u'00:00'}, u'Saturday': {u'close': u'00:00', u'open': u'00:00'}}",True,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",Carnegie,7,Extended Stay America - Pittsburgh - Carnegie,[u'Carnegie'],-80.088557,PA,3.5,40.417419,"{u'Accepts Credit Cards': True, u'Wi-Fi': u'free', u'Price Range': 2}",business
22,WETE_LykpcnrC1sFcQ5EGg,"215 E Main St
Carnegie
Carnegie, PA 15106",{},False,"[u'Pubs', u'Irish', u'Nightlife', u'Bars', u'Restaurants']",Carnegie,7,Paddy's Pour House,[u'Carnegie'],-80.085279,PA,3.0,40.40867,"{u'Take-out': True, u'Price Range': 2, u'Outdoor Seating': True, u'Good For Dancing': False, u'Noise Level': u'average', u'Coat Check': False, u'Attire': u'casual', u'Delivery': False, u'Waiter Service': True, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Music': {u'dj': False, u'background_music': False, u'karaoke': False, u'live': True, u'video': False, u'jukebox': False}, u'Accepts Credit Cards': True, u'Good for Kids': False, u'Good For Groups': True, u'Alcohol': u'full_bar'}",business
23,6o3RK6rTcN3nw-j-r2nQmA,"231 E Main St
Carnegie
Carnegie, PA 15106",{},True,[],Carnegie,4,Porto Fino Pizzaria & Gyro,[u'Carnegie'],-80.0848871,PA,2.5,40.4088068,{},business
24,woOVJ0Z2f6XNCDntHA3b_g,"117 E Mall Plz
Carnegie
Carnegie, PA 15106","{u'Monday': {u'close': u'19:00', u'open': u'08:30'}, u'Tuesday': {u'close': u'19:00', u'open': u'08:30'}, u'Friday': {u'close': u'19:00', u'open': u'08:30'}, u'Wednesday': {u'close': u'19:00', u'open': u'08:30'}, u'Thursday': {u'close': u'19:00', u'open': u'08:30'}, u'Saturday': {u'close': u'18:30', u'open': u'08:30'}}",True,"[u'Local Services', u'Sewing & Alterations']",Carnegie,10,Alteration World,[u'Carnegie'],-80.0876046,PA,4.5,40.4068712,{u'Accepts Credit Cards': False},business
25,YX_cdwb0A62hdQRBiZJgtQ,"301 Noblestown Rd
East Carnegie
Carnegie, PA 15106",{},True,"[u'Automotive', u'Body Shops']",Carnegie,3,Greentree Auto Body,[u'East Carnegie'],-80.0667012,PA,2.5,40.4165426,{},business
26,rv7CY8G_XibTx82YhuqQRw,"Raceway Plz
Carnegie, PA 15106",{},True,[u'Restaurants'],Carnegie,5,Long John Silver's,[],-80.0937037,PA,3.5,40.3868915,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Alcohol': u'none', u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Has TV': False, u'Outdoor Seating': False, u'Takes Reservations': False, u'Attire': u'casual', u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Wheelchair Accessible': True}",business
27,e_U_FnpdKVgNb4mUN2cU_Q,"2323 Greentree Rd
Carnegie, PA 15106",{},True,"[u'Health & Medical', u'Dentists', u'General Dentistry']",Carnegie,8,"Weinberg Lisa, DMD",[],-80.078657,PA,3.0,40.39076,{u'By Appointment Only': True},business
28,SQ0j7bgSTazkVQlF5AnqyQ,"214 E Main St
Carnegie
Carnegie, PA 15106",{},True,"[u'Chinese', u'Restaurants']",Carnegie,9,Don Don Chinese Restaurant,[u'Carnegie'],-80.0849615,PA,2.5,40.4083473,"{u'Take-out': True, u'Alcohol': u'none', u'Noise Level': u'quiet', u'Attire': u'casual', u'Delivery': True, u'Has TV': True, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': False, u'Price Range': 1}",business
29,L0YSY79uzz_FIInvKmvyIw,"312 2nd Ave
Carnegie
Carnegie, PA 15106","{u'Tuesday': {u'close': u'16:00', u'open': u'09:00'}, u'Friday': {u'close': u'15:00', u'open': u'09:00'}, u'Monday': {u'close': u'16:00', u'open': u'09:00'}, u'Wednesday': {u'close': u'18:00', u'open': u'12:00'}, u'Thursday': {u'close': u'18:00', u'open': u'09:00'}}",True,"[u'Health & Medical', u'Dentists', u'General Dentistry']",Carnegie,4,West Penn Dental Centers,[u'Carnegie'],-80.0904271,PA,4.0,40.4031063,{},business
30,wqu7ILomIOPSduRwoWp4AQ,"2180 Greentree Rd
Pittsburgh, PA 15220","{u'Monday': {u'close': u'00:00', u'open': u'00:00'}, u'Tuesday': {u'close': u'00:00', u'open': u'00:00'}, u'Friday': {u'close': u'00:00', u'open': u'00:00'}, u'Wednesday': {u'close': u'00:00', u'open': u'00:00'}, u'Thursday': {u'close': u'00:00', u'open': u'00:00'}, u'Sunday': {u'close': u'00:00', u'open': u'00:00'}, u'Saturday': {u'close': u'00:00', u'open': u'00:00'}}",True,"[u'American (Traditional)', u'Restaurants']",Pittsburgh,9,Denny's,[],-80.073788,PA,4.0,40.39114,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",business
31,1u2NauOy8xDj7aFQET680A,"100 Roessler Rd
Carnegie, PA 15106",{},True,"[u'Active Life', u'Gyms', u'Trainers', u'Fitness & Instruction']",Carnegie,6,Amerifit,[],-80.060154,PA,3.0,40.394305,{u'Good for Kids': True},business
32,P1fJb2WQ1mXoiudj8UE44w,"200 E Main St
Carnegie
Carnegie, PA 15106","{u'Monday': {u'close': u'22:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'22:00', u'open': u'11:00'}, u'Friday': {u'close': u'23:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'11:00'}, u'Thursday': {u'close': u'22:00', u'open': u'11:00'}, u'Sunday': {u'close': u'21:00', u'open': u'11:00'}, u'Saturday': {u'close': u'23:00', u'open': u'11:00'}}",True,"[u'Restaurants', u'Italian']",Carnegie,64,Papa J's,[u'Carnegie'],-80.0851737,PA,3.5,40.4081422,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'full_bar', u'Wheelchair Accessible': True}",business
33,8QlnAcjGE6dgfKTVoxrPvQ,"300 Davis Blvd
Etna
Pittsburgh, PA 15275","{u'Monday': {u'close': u'22:00', u'open': u'10:30'}, u'Tuesday': {u'close': u'22:00', u'open': u'10:30'}, u'Friday': {u'close': u'22:00', u'open': u'10:30'}, u'Wednesday': {u'close': u'22:00', u'open': u'10:30'}, u'Thursday': {u'close': u'22:00', u'open': u'10:30'}, u'Sunday': {u'close': u'21:00', u'open': u'10:30'}, u'Saturday': {u'close': u'22:00', u'open': u'10:30'}}",True,"[u'American (Traditional)', u'Comfort Food', u'Caterers', u'Event Planning & Services', u'Restaurants']",Pittsburgh,3,Boston Market,[u'Etna'],-79.958717,PA,2.5,40.495167,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Alcohol': u'none', u'Caters': False, u'Noise Level': u'quiet', u'Attire': u'casual', u'Delivery': False, u'Has TV': False, u'Outdoor Seating': False, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': False, u'Wheelchair Accessible': False}",business
34,t_gan0EXAw8csKIeFyazJw,"820 Amity St
Homestead
Homestead, PA 15120","{u'Monday': {u'close': u'00:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'00:00', u'open': u'10:00'}, u'Friday': {u'close': u'01:30', u'open': u'10:00'}, u'Wednesday': {u'close': u'00:00', u'open': u'10:00'}, u'Thursday': {u'close': u'00:00', u'open': u'10:00'}, u'Sunday': {u'close': u'23:00', u'open': u'11:00'}, u'Saturday': {u'close': u'01:30', u'open': u'10:00'}}",True,"[u'Italian', u'Pizza', u'Restaurants']",Homestead,3,Homestead Capri Pizza,[u'Homestead'],-79.9105266,PA,3.5,40.4067047,"{u'Take-out': True, u'Noise Level': u'average', u'Delivery': True, u'Has TV': False, u'Outdoor Seating': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good For Groups': True, u'Price Range': 1}",business
35,3gmBc0qN_LtGbZAjTtHWZg,"270 W Bridge St
Homestead
Homestead, PA 15120","{u'Monday': {u'close': u'21:30', u'open': u'06:00'}, u'Tuesday': {u'close': u'21:30', u'open': u'06:00'}, u'Friday': {u'close': u'22:30', u'open': u'07:00'}, u'Wednesday': {u'close': u'21:30', u'open': u'06:00'}, u'Thursday': {u'close': u'22:30', u'open': u'06:00'}, u'Sunday': {u'close': u'21:30', u'open': u'06:00'}, u'Saturday': {u'close': u'21:00', u'open': u'07:00'}}",True,"[u'Food', u'Coffee & Tea']",Homestead,20,Starbucks,[u'Homestead'],-79.916958,PA,3.5,40.407091,"{u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': True, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Wi-Fi': u'free', u'Wheelchair Accessible': True}",business
36,sZ4uYs99km644ZMR1TO76A,"3619 Main St
Homestead, PA 15120",{},True,"[u'Pubs', u'Bars', u'Nightlife']",Homestead,3,Randy's Beer Barrel Pub,[],-79.9036345,PA,2.5,40.3846329,{u'Good For Groups': True},business
37,yHTLTr-QN-loO_7XoxS8qg,"660 Waterfront Dr E
Homestead
Munhall, PA 15120","{u'Monday': {u'close': u'21:00', u'open': u'09:00'}, u'Tuesday': {u'close': u'21:00', u'open': u'09:00'}, u'Friday': {u'close': u'21:00', u'open': u'09:00'}, u'Wednesday': {u'close': u'21:00', u'open': u'09:00'}, u'Thursday': {u'close': u'21:00', u'open': u'09:00'}, u'Sunday': {u'close': u'19:00', u'open': u'10:00'}, u'Saturday': {u'close': u'21:00', u'open': u'09:00'}}",True,"[u'Arts & Crafts', u'Shopping', u'Knitting Supplies', u'Hobby Shops']",Munhall,8,Michaels,[u'Homestead'],-79.9037778,PA,3.0,40.4140637,"{u'Accepts Credit Cards': True, u'Price Range': 2, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}}",business
38,iQLLIdmJSt6LQHSjpZERLA,"138 W Bridge St
Homestead
Homestead, PA 15120",{},True,"[u'Gift Shops', u'Flowers & Gifts', u'Shopping', u'Home Decor', u'Home & Garden']",Homestead,3,Yankee Candle Co.,[u'Homestead'],-79.9163491,PA,4.0,40.4075854,"{u'Accepts Credit Cards': True, u'Price Range': 2, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}}",business
